Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Posted_date,Age_of_listing_in_days,Location,City,Latitude,Longitude
"Residences 13, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",100000,1,2,Apartment,678,147.49262536873155,Medium,Yearly,Unfurnished,For Rent,2023-10-27,177,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Burj Al Nujoom, Downtown Dubai, Dubai",120000,2,2,Apartment,1373,87.39985433357612,Medium,Yearly,Furnished,For Rent,2023-10-20,184,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Forte 2, Forte, Downtown Dubai, Dubai",180000,2,2,Apartment,1236,145.63106796116506,High,Yearly,Unfurnished,For Rent,2023-10-11,193,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Act One, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",169999,2,2,Apartment,1110,153.15225225225225,High,Yearly,Unfurnished,For Rent,2024-03-06,46,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Vida Residences Dubai Marina, Dubai Marina, Dubai",350000,2,2,Apartment,1403,249.46543121881683,High,Yearly,Unfurnished,For Rent,2024-01-10,102,Dubai Marina,Dubai,25.0786415,55.1352524
"Lakeside Tower B, Lakeside, Dubai Production City (IMPZ), Dubai",55000,1,2,Apartment,700,78.57142857142857,Low,Yearly,Furnished,For Rent,2024-02-22,59,Dubai Production City (IMPZ),Dubai,25.0249925,55.1896223
"The Address Downtown Hotel (Lake Hotel), Downtown Dubai, Dubai",450000,2,2,Apartment,1732,259.8152424942263,High,Yearly,Furnished,For Rent,2024-01-31,81,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Jewelz by Danube, Arjan, Dubai",48000,0,2,Apartment,422,113.74407582938387,Low,Yearly,Furnished,For Rent,2024-04-03,18,Arjan,Dubai,25.0627549,55.2392983
"Residences 18, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",200000,2,2,Apartment,1387,144.19610670511895,High,Yearly,Furnished,For Rent,2024-04-01,20,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"The Pad, Business Bay, Dubai",110000,1,2,Apartment,653,168.4532924961715,Medium,Yearly,Furnished,For Rent,2024-03-27,25,Business Bay,Dubai,25.18942655,55.26481901527489
"Hartland Waves, Sobha Hartland, Dubai",95000,1,2,Apartment,501,189.620758483034,Medium,Yearly,Furnished,For Rent,2024-03-27,25,Sobha Hartland,Dubai,25.177246,55.30791298414965
"Legacy, Jumeirah Park, Dubai",330000,4,2,Villa,4893,67.4432863274065,High,Yearly,Unfurnished,For Rent,2024-03-26,26,Jumeirah Park,Dubai,25.0469412,55.15481775751905
"Farah Tower 5, Queue Point, Liwan, Dubai",61999,1,2,Apartment,664,93.37198795180724,Low,Yearly,Furnished,For Rent,2024-03-26,26,Liwan,Dubai,25.1101209,55.3676993
"29 Boulevard 1, 29 Boulevard, Downtown Dubai, Dubai",150000,1,2,Apartment,836,179.42583732057415,High,Yearly,Furnished,For Rent,2024-03-26,26,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"DAMAC Ghalia, JVC District 18, Jumeirah Village Circle (JVC), Dubai",90000,2,2,Apartment,1127,79.85803016858918,Medium,Yearly,Furnished,For Rent,2024-03-25,27,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"The Lofts West, The Lofts, Downtown Dubai, Dubai",120000,1,2,Apartment,1028,116.73151750972762,Medium,Yearly,Unfurnished,For Rent,2024-03-25,27,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"The Lofts East, The Lofts, Downtown Dubai, Dubai",115000,1,2,Apartment,958,120.04175365344469,Medium,Yearly,Unfurnished,For Rent,2024-03-23,29,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Burj Crown, Downtown Dubai, Dubai",110000,1,2,Apartment,578,190.3114186851211,Medium,Yearly,Unfurnished,For Rent,2024-03-21,31,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Umm Suqeim 3, Umm Suqeim, Dubai",280000,4,2,Townhouse,2247,124.61059190031152,High,Yearly,Unfurnished,For Rent,2024-03-20,32,Umm Suqeim,Dubai,25.1539087,55.2075004
"Amber, Tiara Residences, Palm Jumeirah, Dubai",160000,1,2,Apartment,1539,103.96361273554255,High,Yearly,Unfurnished,For Rent,2024-03-20,32,Palm Jumeirah,Dubai,25.10019025,55.11853499506269
"Westwood by Imtiaz, Al Furjan, Dubai",100000,1,2,Apartment,801,124.84394506866415,Medium,Yearly,Furnished,For Rent,2024-03-19,33,Al Furjan,Dubai,25.0267099,55.1469903
"The Meadows 1, The Meadows, Dubai",380000,4,2,Villa,3447,110.24078909196405,High,Yearly,Unfurnished,For Rent,2024-03-19,33,The Meadows,Dubai,25.0671417,55.15679141639751
"Attareen, The Old Town Island, Downtown Dubai, Dubai",170000,1,2,Apartment,1546,109.96119016817592,High,Yearly,Furnished,For Rent,2024-03-18,34,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Act One, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",350000,3,2,Apartment,1848,189.3939393939394,High,Yearly,Unfurnished,For Rent,2024-03-14,38,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",90000,3,2,Villa,1504,59.840425531914896,Medium,Yearly,Unfurnished,For Rent,2024-03-14,38,Dubai South,Dubai,24.9144391,55.1615128
"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",115000,2,2,Apartment,958,120.04175365344469,Medium,Yearly,Furnished,For Rent,2024-03-13,39,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Prive Residences, Dubai Hills Estate, Dubai",155000,2,2,Apartment,1046,148.18355640535373,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513
"The Links East Tower, The Links, The Views, Dubai",185000,2,2,Apartment,1477,125.25389302640488,High,Yearly,Unfurnished,For Rent,2024-03-12,40,The Views,Dubai,25.09125005,55.170056626517066
"Harmony 1, Harmony, Tilal Al Ghaf, Dubai",470000,4,2,Villa,4360,107.79816513761467,High,Yearly,Unfurnished,For Rent,2024-03-12,40,Tilal Al Ghaf,Dubai,25.02426745,55.22382996438196
"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",180000,2,2,Apartment,1094,164.53382084095065,High,Yearly,Furnished,For Rent,2024-03-12,40,Za'abeel,Dubai,25.21683265,55.30011608643647
"Prive Residences, Dubai Hills Estate, Dubai",110000,1,2,Apartment,667,164.9175412293853,Medium,Yearly,Unfurnished,For Rent,2024-03-12,40,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513
"Palace Residences, Dubai Creek Harbour, Dubai",120000,1,2,Apartment,700,171.42857142857142,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Prive Residences, Dubai Hills Estate, Dubai",130000,1,2,Apartment,741,175.43859649122808,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513
"Collective 2.0 Tower B, Collective 2.0, Dubai Hills Estate, Dubai",100000,1,2,Apartment,490,204.08163265306123,Medium,Yearly,Furnished,For Rent,2024-03-08,44,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513
"Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai",170000,1,2,Apartment,821,207.06455542021925,High,Yearly,Furnished,For Rent,2024-03-08,44,Dubai Harbour,Dubai,25.0956188,55.13800090659106
"Catch Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",148000,2,2,Apartment,1552,95.36082474226804,High,Yearly,Unfurnished,For Rent,2024-03-07,45,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Al Khair 5, Jumeirah Garden City, Al Satwa, Dubai",92000,1,2,Apartment,954,96.43605870020964,Medium,Yearly,Furnished,For Rent,2024-03-07,45,Al Satwa,Dubai,25.2208602,55.2737617
"Damac Maison Prive Tower B, DAMAC Maison Prive, Business Bay, Dubai",200000,2,2,Apartment,1398,143.0615164520744,High,Yearly,Furnished,For Rent,2024-03-06,46,Business Bay,Dubai,25.18942655,55.26481901527489
"Catch Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",145000,2,2,Apartment,1542,94.0337224383917,High,Yearly,Unfurnished,For Rent,2024-03-05,47,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Mira 4, Mira, Reem, Dubai",200000,4,2,Villa,3100,64.51612903225806,High,Yearly,Unfurnished,For Rent,2024-03-05,47,Reem,Dubai,25.0315993,55.275689057829474
"Richmond, The Park Villas, DAMAC Hills, Dubai",210000,3,2,Villa,2731,76.89491028927132,High,Yearly,Unfurnished,For Rent,2024-03-04,48,DAMAC Hills,Dubai,25.0264384,55.251228
"Eden, The Valley, Dubai",155000,3,2,Townhouse,1873,82.75493860117459,High,Yearly,Unfurnished,For Rent,2024-02-29,52,The Valley,Dubai,25.015106,55.450381
"Marriott Executive Apartments Dubai Creek, Riggat Al Buteen, Deira, Dubai",260000,3,2,Hotel Apartment,1800,144.44444444444446,High,Yearly,Furnished,For Rent,2024-02-23,58,Deira,Dubai,25.2727936,55.305334
"Lila, Arabian Ranches 2, Dubai",329999,4,2,Villa,5830,56.60360205831904,High,Yearly,Unfurnished,For Rent,2024-02-20,61,Arabian Ranches 2,Dubai,25.03527815,55.27005900335623
"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",480000,3,2,Apartment,1564,306.9053708439898,High,Yearly,Furnished,For Rent,2024-02-19,62,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Amaranta 1, Amaranta, Villanova, Dubailand, Dubai",170000,4,2,Villa,2018,84.2418235877106,High,Yearly,Unfurnished,For Rent,2024-02-15,66,Dubailand,Dubai,25.05865715,55.245999207609245
"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",75000,1,2,Apartment,753,99.601593625498,Medium,Yearly,Unfurnished,For Rent,2024-01-27,85,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Mulberry 1, Park Heights, Dubai Hills Estate, Dubai",120000,1,2,Apartment,915,131.14754098360655,Medium,Yearly,Unfurnished,For Rent,2024-01-04,108,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513
"Trident Waterfront, Dubai Marina, Dubai",150000,2,2,Apartment,1750,85.71428571428571,High,Yearly,Unfurnished,For Rent,2023-12-06,137,Dubai Marina,Dubai,25.0786415,55.1352524
"Creek Horizon Tower 1, Creek Horizon, Dubai Creek Harbour, Dubai",90000,1,2,Apartment,771,116.73151750972762,Medium,Yearly,Unfurnished,For Rent,2023-11-28,145,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Park Ridge Tower C, Park Ridge, Dubai Hills Estate, Dubai",160000,2,2,Apartment,995,160.80402010050253,High,Yearly,Unfurnished,For Rent,2023-11-09,164,Dubai Hills Estate,Dubai,25.09872095,55.25394008697513
"The Centro, The Villa, Dubai",375000,6,2,Villa,6038,62.10665783371977,High,Yearly,Furnished,For Rent,2023-10-22,182,The Villa,Dubai,25.0843891,55.3611964
"Lucky 1 Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",85000,1,2,Apartment,732,116.12021857923496,Medium,Yearly,Furnished,For Rent,2023-10-21,183,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Elan, Tilal Al Ghaf, Dubai",190000,3,2,Townhouse,1511,125.7445400397088,High,Yearly,Unfurnished,For Rent,2023-10-20,184,Tilal Al Ghaf,Dubai,25.02426745,55.22382996438196
"Armada Tower 1, Armada Towers, JLT Cluster P, Jumeirah Lake Towers (JLT), Dubai",85000,1,2,Apartment,880,96.5909090909091,Medium,Yearly,Unfurnished,For Rent,2023-10-19,185,Jumeirah Lake Towers (JLT),Dubai,25.0690625,55.141165591907736
"Lucky 1 Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",78000,1,2,Apartment,763,102.22804718217564,Medium,Yearly,Unfurnished,For Rent,2023-10-19,185,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Meera Tower, Al Habtoor City, Business Bay, Dubai",315000,3,2,Apartment,1987,158.53044791142426,High,Yearly,Furnished,For Rent,2023-10-19,185,Business Bay,Dubai,25.18942655,55.26481901527489
"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC), Dubai",130000,3,2,Apartment,1285,101.16731517509729,Medium,Yearly,Unfurnished,For Rent,2023-10-16,188,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Azizi Yasamine, Al Furjan, Dubai",90000,1,2,Apartment,910,98.9010989010989,Medium,Yearly,Furnished,For Rent,2023-10-15,189,Al Furjan,Dubai,25.0267099,55.1469903
"Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",90000,1,2,Apartment,527,170.77798861480076,Medium,Yearly,Furnished,For Rent,2023-10-10,194,Sobha Hartland,Dubai,25.177246,55.30791298414965
"Burj Royale, Downtown Dubai, Dubai",225000,2,2,Apartment,1091,206.23281393217232,High,Yearly,Unfurnished,For Rent,2024-02-23,58,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Mediterranean, Discovery Gardens, Dubai",45000,0,2,Apartment,518,86.87258687258688,Low,Yearly,Unfurnished,For Rent,2024-02-20,61,Discovery Gardens,Dubai,25.03827075,55.145695642320376
"Mirdif, Dubai",125000,3,2,Villa,3500,35.714285714285715,Medium,Yearly,Unfurnished,For Rent,2023-10-29,175,Mirdif,Dubai,25.2211708,55.4224204
"Downtown Views II Tower 1, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",110000,1,2,Apartment,744,147.8494623655914,Medium,Yearly,Unfurnished,For Rent,2024-04-08,13,Za'abeel,Dubai,25.21683265,55.30011608643647
"Arabella 3, Arabella Townhouses, Mudon, Dubai",215000,4,2,Townhouse,3248,66.19458128078817,High,Yearly,Unfurnished,For Rent,2024-04-05,16,Mudon,Dubai,25.0204108,55.2679936
"Diamond Views IV, JVC District 11, Jumeirah Village Circle (JVC), Dubai",48000,1,2,Apartment,633,75.82938388625593,Low,Yearly,Unfurnished,For Rent,2024-03-30,22,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Rose Residence, Al Furjan, Dubai",73000,1,2,Apartment,895,81.56424581005587,Medium,Yearly,Unfurnished,For Rent,2024-03-26,26,Al Furjan,Dubai,25.0267099,55.1469903
"Jaddaf Views, Al Jaddaf, Dubai",69000,1,2,Apartment,754,91.51193633952256,Medium,Yearly,Unfurnished,For Rent,2024-03-26,26,Al Jaddaf,Dubai,25.2142937,55.324569
"Sadaf 1, Sadaf, Jumeirah Beach Residence (JBR), Dubai",200000,3,2,Apartment,1883,106.21348911311736,High,Yearly,Unfurnished,For Rent,2024-03-26,26,Jumeirah Beach Residence (JBR),Dubai,25.0778021,55.13518094856796
"Tower B, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",200000,3,2,Apartment,1747,114.48196908986834,High,Yearly,Unfurnished,For Rent,2024-03-25,27,Business Bay,Dubai,25.18942655,55.26481901527489
"Residences 6, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",230000,2,2,Apartment,1492,154.15549597855227,High,Yearly,Unfurnished,For Rent,2024-03-23,29,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Senses at the Fields, The Fields, District 11, Mohammed Bin Rashid City, Dubai",180000,4,2,Townhouse,3099,58.08325266214908,High,Yearly,Unfurnished,For Rent,2024-03-22,30,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Chaimaa Avenue Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",80000,1,2,Apartment,789,101.39416983523448,Medium,Yearly,Unfurnished,For Rent,2024-03-22,30,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",400000,3,2,Apartment,1601,249.84384759525287,High,Yearly,Furnished,For Rent,2024-03-22,30,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",69000,1,2,Apartment,652,105.8282208588957,Medium,Yearly,Unfurnished,For Rent,2024-03-21,31,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",90000,1,2,Apartment,532,169.17293233082708,Medium,Yearly,Furnished,For Rent,2024-03-18,34,Sobha Hartland,Dubai,25.177246,55.30791298414965
"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",250000,2,2,Apartment,1102,226.86025408348456,High,Yearly,Furnished,For Rent,2024-03-18,34,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Bloom Tower C, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",77999,0,2,Apartment,370,210.8081081081081,Medium,Yearly,Furnished,For Rent,2024-03-16,36,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Duja Tower, Sheikh Zayed Road, Dubai",94500,1,2,Apartment,1060,89.15094339622641,Medium,Yearly,Unfurnished,For Rent,2024-03-15,37,Sheikh Zayed Road,Dubai,25.21762295,55.2782830925684
"Executive Tower J, Executive Towers, Business Bay, Dubai",90000,0,2,Apartment,738,121.95121951219512,Medium,Yearly,Furnished,For Rent,2024-03-14,38,Business Bay,Dubai,25.18942655,55.26481901527489
"Westwood by Imtiaz, Al Furjan, Dubai",65000,0,2,Apartment,424,153.30188679245282,Low,Yearly,Furnished,For Rent,2024-03-14,38,Al Furjan,Dubai,25.0267099,55.1469903
"Al Khail Heights, Al Quoz 4, Al Quoz, Dubai",65000,1,2,Apartment,1034,62.86266924564797,Low,Yearly,Unfurnished,For Rent,2024-03-14,38,Al Quoz,Dubai,25.1177213,55.2357807
"Al Nakheel 4, Al Nakheel, The Greens, Dubai",100000,1,2,Apartment,926,107.9913606911447,Medium,Yearly,Unfurnished,For Rent,2024-03-12,40,The Greens,Dubai,25.09297535,55.17214781705864
"Zada Tower, Business Bay, Dubai",85000,1,2,Apartment,470,180.8510638297872,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Business Bay,Dubai,25.18942655,55.26481901527489
"Siraj Tower, Arjan, Dubai",70000,1,2,Apartment,814,85.995085995086,Medium,Yearly,Furnished,For Rent,2024-03-11,41,Arjan,Dubai,25.0627549,55.2392983
"Upper Crest (Burjside Terrace), Downtown Dubai, Dubai",72000,0,2,Apartment,451,159.64523281596453,Medium,Yearly,Furnished,For Rent,2024-03-09,43,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"MAG City, District 7, Mohammed Bin Rashid City, Dubai",200000,2,2,Townhouse,1700,117.6470588235294,High,Yearly,Unfurnished,For Rent,2024-03-08,44,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"New Golden Mile 3 (Cheval Maison), Palm Jumeirah, Dubai",250000,1,2,Hotel Apartment,892,280.2690582959641,High,Yearly,Furnished,For Rent,2024-03-07,45,Palm Jumeirah,Dubai,25.10019025,55.11853499506269
"Jumeirah Garden City, Al Satwa, Dubai",93000,2,2,Apartment,1357,68.53352984524687,Medium,Yearly,Unfurnished,For Rent,2024-03-07,45,Al Satwa,Dubai,25.2208602,55.2737617
"Belgravia Square, JVC District 14, Jumeirah Village Circle (JVC), Dubai",105000,1,2,Apartment,946,110.9936575052854,Medium,Yearly,Furnished,For Rent,2024-03-06,46,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",400000,2,2,Apartment,1703,234.87962419260128,High,Yearly,Furnished,For Rent,2024-03-05,47,Jumeirah Beach Residence (JBR),Dubai,25.0778021,55.13518094856796
"Pantheon Elysee I, JVC District 13, Jumeirah Village Circle (JVC), Dubai",55000,0,2,Apartment,403,136.47642679900744,Low,Yearly,Furnished,For Rent,2024-03-05,47,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Marina Residences 2, Marina Residences, Palm Jumeirah, Dubai",325000,3,2,Apartment,2734,118.8734455010973,High,Yearly,Unfurnished,For Rent,2024-03-05,47,Palm Jumeirah,Dubai,25.10019025,55.11853499506269
"The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",425000,2,2,Apartment,1699,250.14714537963508,High,Yearly,Unfurnished,For Rent,2024-03-04,48,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Asayel Building 2, Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",119999,1,2,Apartment,801,149.8114856429463,Medium,Yearly,Unfurnished,For Rent,2024-03-04,48,Umm Suqeim,Dubai,25.1539087,55.2075004
"MYKA Residence, Dubai Production City (IMPZ), Dubai",105000,1,2,Apartment,916,114.62882096069868,Medium,Yearly,Unfurnished,For Rent,2024-02-29,52,Dubai Production City (IMPZ),Dubai,25.0249925,55.1896223
"Park Villas, JVC District 10, Jumeirah Village Circle (JVC), Dubai",250000,4,2,Villa,1595,156.73981191222572,High,Yearly,Unfurnished,For Rent,2024-02-21,60,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Al Andalus Tower B, Al Andalus, Jumeirah Golf Estates, Dubai",150000,2,2,Apartment,1386,108.22510822510824,High,Yearly,Unfurnished,For Rent,2024-02-20,61,Jumeirah Golf Estates,Dubai,25.0203281,55.20083862592119
"Azizi Riviera 18, Azizi Riviera, Meydan One, Meydan City, Dubai",55000,0,2,Apartment,341,161.29032258064515,Low,Yearly,Unfurnished,For Rent,2024-02-16,65,Meydan City,Dubai,25.1541673,55.2906695
"Murano Residences 3, Murano Residences, Al Furjan, Dubai",55000,1,2,Apartment,514,107.00389105058366,Low,Yearly,Unfurnished,For Rent,2024-02-15,66,Al Furjan,Dubai,25.0267099,55.1469903
"Zahra Townhouses, Town Square, Dubai",200000,4,2,Townhouse,3271,61.143381228981966,High,Yearly,Unfurnished,For Rent,2024-02-14,67,Town Square,Dubai,25.01085145,55.28887629766314
"Al Andalus Townhouses, Jumeirah Golf Estates, Dubai",255000,2,2,Townhouse,1447,176.2266758811334,High,Yearly,Unfurnished,For Rent,2024-02-06,75,Jumeirah Golf Estates,Dubai,25.0203281,55.20083862592119
"Casa Grande, JVC District 11, Jumeirah Village Circle (JVC), Dubai",52000,0,2,Apartment,546,95.23809523809524,Low,Yearly,Unfurnished,For Rent,2024-01-30,82,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Meera Tower, Al Habtoor City, Business Bay, Dubai",145000,2,2,Apartment,1375,105.45454545454544,High,Yearly,Unfurnished,For Rent,2024-01-28,84,Business Bay,Dubai,25.18942655,55.26481901527489
"Murjan 5, Murjan, Jumeirah Beach Residence (JBR), Dubai",180000,3,2,Apartment,1883,95.59214020180563,High,Yearly,Unfurnished,For Rent,2024-01-18,94,Jumeirah Beach Residence (JBR),Dubai,25.0778021,55.13518094856796
"Reem Townhouses, Town Square, Dubai",160000,3,2,Townhouse,2188,73.12614259597807,High,Yearly,Unfurnished,For Rent,2024-01-16,96,Town Square,Dubai,25.01085145,55.28887629766314
"Elan, Tilal Al Ghaf, Dubai",215000,4,2,Townhouse,2658,80.88788562829195,High,Yearly,Unfurnished,For Rent,2023-12-07,136,Tilal Al Ghaf,Dubai,25.02426745,55.22382996438196
"The Waves Tower A, The Waves, Dubai Marina, Dubai",185000,2,2,Apartment,1386,133.47763347763347,High,Yearly,Furnished,For Rent,2023-10-12,192,Dubai Marina,Dubai,25.0786415,55.1352524
"The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai",329000,2,2,Apartment,1446,227.524204702628,High,Yearly,Furnished,For Rent,2023-10-11,193,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Boulevard Central Podium, Boulevard Central, Downtown Dubai, Dubai",88000,0,2,Apartment,511,172.21135029354207,Medium,Yearly,Unfurnished,For Rent,2023-10-10,194,Downtown Dubai,Dubai,25.18668425,55.27470526460112
"Y-09, England Cluster, International City, Dubai",28000,0,2,Apartment,484,57.85123966942149,Low,Yearly,Unfurnished,For Rent,2024-04-04,17,International City,Dubai,25.1322737,55.39813984933585
"Amber, Tiara Residences, Palm Jumeirah, Dubai",304999,3,2,Apartment,2288,133.30375874125875,High,Yearly,Furnished,For Rent,2023-10-27,177,Palm Jumeirah,Dubai,25.10019025,55.11853499506269
"Jumeirah Apartments, Jumeirah 1, Jumeirah, Dubai",85000,1,2,Apartment,1420,59.85915492957746,Medium,Yearly,Unfurnished,For Rent,2024-03-07,45,Jumeirah,Dubai,25.2069604,55.2474974
"Dubai Marina, Dubai",100000,1,2,Apartment,749,133.5113484646195,Medium,Yearly,Furnished,For Rent,2024-04-04,17,Dubai Marina,Dubai,25.0786415,55.1352524
"MAG Eye Townhouses, MAG City, District 7, Mohammed Bin Rashid City, Dubai",200000,2,2,Villa,1411,141.74344436569808,High,Yearly,Unfurnished,For Rent,2024-03-27,25,Mohammed Bin Rashid City,Dubai,25.1640592,55.28566124091724
"Dubai Creek Residence Tower 3 North, Dubai Creek Residences, Dubai Creek Harbour, Dubai",259999,3,2,Apartment,2123,122.46773433820066,High,Yearly,Unfurnished,For Rent,2024-03-26,26,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315
"Seven Palm, Palm Jumeirah, Dubai",145000,1,2,Apartment,712,203.6516853932584,High,Yearly,Unfurnished,For Rent,2024-03-26,26,Palm Jumeirah,Dubai,25.10019025,55.11853499506269
"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",110000,2,2,Apartment,1100,100.0,Medium,Yearly,Unfurnished,For Rent,2024-03-26,26,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",105000,2,2,Apartment,958,109.60334029227558,Medium,Yearly,Unfurnished,For Rent,2024-03-25,27,Jumeirah Village Circle (JVC),Dubai,25.0559446,55.20746502861806
"Al Khair 5, Jumeirah Garden City, Al Satwa, Dubai",92000,1,2,Apartment,938,98.0810234541578,Medium,Yearly,Furnished,For Rent,2024-03-25,27,Al Satwa,Dubai,25.2208602,55.2737617
"Azizi Riviera 22, Azizi Riviera, Meydan One, Meydan City, Dubai",55000,0,2,Apartment,389,141.38817480719794,Low,Yearly,Furnished,For Rent,2024-03-25,27,Meydan City,Dubai,25.1541673,55.2906695
"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",140000,4,2,Villa,4436,31.55996393146979,Medium,Yearly,Unfurnished,For Rent,2024-03-25,27,Dubai South,Dubai,24.9144391,55.1615128
"Pacifica, DAMAC Hills 2 (Akoya by DAMAC), Dubai",120000,3,2,Villa,1918,62.56517205422315,Medium,Yearly,Furnished,For Rent,2024-03-22,30,DAMAC Hills 2 (Akoya by DAMAC),Dubai,24.987364,55.373964
"R01 Building, International City Phase 2 (Warsan 4), International City, Dubai",61000,2,2,Apartment,1094,55.75868372943327,Low,Yearly,Unfurnished,For Rent,2024-03-22,30,International City,Dubai,25.1322737,55.39813984933585
"Binghatti Diamonds, Dubai Silicon Oasis (DSO), Dubai",58000,1,2,Apartment,760,76.3157894736842,Low,Yearly,Unfurnished,For Rent,2024-03-22,30,Dubai Silicon Oasis (DSO),Dubai,25.118441,55.387147
